participant_id,device,stimulus_id,aoi_name,dwell_share
SYN-P-0001,professional,SYN-FACE-01,left_eye,0.29216469627401725
SYN-P-0001,professional,SYN-FACE-01,right_eye,0.27027442456376954
SYN-P-0001,professional,SYN-FACE-01,nose,0.2604548636390983
SYN-P-0001,professional,SYN-FACE-01,mouth,0.17710601552311492
SYN-P-0001,professional,SYN-FACE-01,other,0.0
SYN-P-0001,professional,SYN-FACE-02,left_eye,0.28208395338800435
SYN-P-0001,professional,SYN-FACE-02,right_eye,0.13067190567273151
SYN-P-0001,professional,SYN-FACE-02,nose,0.11829253745587796
SYN-P-0001,professional,SYN-FACE-02,mouth,0.38843639090531196
SYN-P-0001,professional,SYN-FACE-02,other,0.08051521257807422
SYN-P-0001,professional,SYN-FACE-03,left_eye,0.15993132407590976
SYN-P-0001,professional,SYN-FACE-03,right_eye,0.48676041644186246
SYN-P-0001,professional,SYN-FACE-03,nose,0.2510956521499327
SYN-P-0001,professional,SYN-FACE-03,mouth,0.10221260733229501
SYN-P-0001,professional,SYN-FACE-03,other,0.0
SYN-P-0002,professional,SYN-FACE-01,left_eye,0.20864784754616073
SYN-P-0002,professional,SYN-FACE-01,right_eye,0.08108584306985372
SYN-P-0002,professional,SYN-FACE-01,nose,0.38304293822623303
SYN-P-0002,professional,SYN-FACE-01,mouth,0.18704305065956386
SYN-P-0002,professional,SYN-FACE-01,other,0.14018032049818863
SYN-P-0002,professional,SYN-FACE-02,left_eye,0.30004713597768545
SYN-P-0002,professional,SYN-FACE-02,right_eye,0.19619408279824482
SYN-P-0002,professional,SYN-FACE-02,nose,0.12123248720531425
SYN-P-0002,professional,SYN-FACE-02,mouth,0.28854181979774673
SYN-P-0002,professional,SYN-FACE-02,other,0.09398447422100874
SYN-P-0002,professional,SYN-FACE-03,left_eye,0.4095955774423321
SYN-P-0002,professional,SYN-FACE-03,right_eye,0.2388394829868321
SYN-P-0002,professional,SYN-FACE-03,nose,0.17660378992940678
SYN-P-0002,professional,SYN-FACE-03,mouth,0.17496114964142903
SYN-P-0002,professional,SYN-FACE-03,other,0.0
SYN-P-0003,professional,SYN-FACE-01,left_eye,0.05767165179364839
SYN-P-0003,professional,SYN-FACE-01,right_eye,0.3938851122896523
SYN-P-0003,professional,SYN-FACE-01,nose,0.21752930562069406
SYN-P-0003,professional,SYN-FACE-01,mouth,0.22705405961105457
SYN-P-0003,professional,SYN-FACE-01,other,0.10385987068495069
SYN-P-0003,professional,SYN-FACE-02,left_eye,0.21200771776738384
SYN-P-0003,professional,SYN-FACE-02,right_eye,0.16929483244776222
SYN-P-0003,professional,SYN-FACE-02,nose,0.2510417400958125
SYN-P-0003,professional,SYN-FACE-02,mouth,0.3385231327400453
SYN-P-0003,professional,SYN-FACE-02,other,0.029132576948996215
SYN-P-0003,professional,SYN-FACE-03,left_eye,0.3216255703607163
SYN-P-0003,professional,SYN-FACE-03,right_eye,0.060499855844486396
SYN-P-0003,professional,SYN-FACE-03,nose,0.21266141698099753
SYN-P-0003,professional,SYN-FACE-03,mouth,0.1558831645331285
SYN-P-0003,professional,SYN-FACE-03,other,0.2493299922806713
SYN-P-0004,professional,SYN-FACE-01,left_eye,0.21501549030391298
SYN-P-0004,professional,SYN-FACE-01,right_eye,0.12293225026498703
SYN-P-0004,professional,SYN-FACE-01,nose,0.2304164168833834
SYN-P-0004,professional,SYN-FACE-01,mouth,0.3068900283288969
SYN-P-0004,professional,SYN-FACE-01,other,0.12474581421881965
SYN-P-0004,professional,SYN-FACE-02,left_eye,0.13294003414560684
SYN-P-0004,professional,SYN-FACE-02,right_eye,0.03784388596425567
SYN-P-0004,professional,SYN-FACE-02,nose,0.31192989897153883
SYN-P-0004,professional,SYN-FACE-02,mouth,0.36478754518203355
SYN-P-0004,professional,SYN-FACE-02,other,0.15249863573656508
SYN-P-0004,professional,SYN-FACE-03,left_eye,0.24651665176032989
SYN-P-0004,professional,SYN-FACE-03,right_eye,0.12176319294628465
SYN-P-0004,professional,SYN-FACE-03,nose,0.39171254482259404
SYN-P-0004,professional,SYN-FACE-03,mouth,0.20453164534174373
SYN-P-0004,professional,SYN-FACE-03,other,0.03547596512904764
SYN-P-0005,professional,SYN-FACE-01,left_eye,0.0970168323552334
SYN-P-0005,professional,SYN-FACE-01,right_eye,0.46856953818501196
SYN-P-0005,professional,SYN-FACE-01,nose,0.15695711596342668
SYN-P-0005,professional,SYN-FACE-01,mouth,0.19197149558899004
SYN-P-0005,professional,SYN-FACE-01,other,0.08548501790733792
SYN-P-0005,professional,SYN-FACE-02,left_eye,0.18011495139597217
SYN-P-0005,professional,SYN-FACE-02,right_eye,0.3894868709675199
SYN-P-0005,professional,SYN-FACE-02,nose,0.1464488871841698
SYN-P-0005,professional,SYN-FACE-02,mouth,0.20635235929294973
SYN-P-0005,professional,SYN-FACE-02,other,0.07759693115938851
SYN-P-0005,professional,SYN-FACE-03,left_eye,0.39314715651071014
SYN-P-0005,professional,SYN-FACE-03,right_eye,0.4351613854711947
SYN-P-0005,professional,SYN-FACE-03,nose,0.0645389054227902
SYN-P-0005,professional,SYN-FACE-03,mouth,0.07117493907860635
SYN-P-0005,professional,SYN-FACE-03,other,0.03597761351669864
SYN-P-0006,professional,SYN-FACE-01,left_eye,0.31304928821492006
SYN-P-0006,professional,SYN-FACE-01,right_eye,0.29095943218530035
SYN-P-0006,professional,SYN-FACE-01,nose,0.0398336563035231
SYN-P-0006,professional,SYN-FACE-01,mouth,0.2584644238356589
SYN-P-0006,professional,SYN-FACE-01,other,0.09769319946059764
SYN-P-0006,professional,SYN-FACE-02,left_eye,0.13822601439858104
SYN-P-0006,professional,SYN-FACE-02,right_eye,0.2870635936958834
SYN-P-0006,professional,SYN-FACE-02,nose,0.1377528009848789
SYN-P-0006,professional,SYN-FACE-02,mouth,0.32070906731725674
SYN-P-0006,professional,SYN-FACE-02,other,0.11624852360339986
SYN-P-0006,professional,SYN-FACE-03,left_eye,0.08549426936133583
SYN-P-0006,professional,SYN-FACE-03,right_eye,0.3738279053695361
SYN-P-0006,professional,SYN-FACE-03,nose,0.18200998916635214
SYN-P-0006,professional,SYN-FACE-03,mouth,0.3009667837817356
SYN-P-0006,professional,SYN-FACE-03,other,0.0577010523210403
SYN-P-0007,professional,SYN-FACE-01,left_eye,0.13621562828930733
SYN-P-0007,professional,SYN-FACE-01,right_eye,0.27697719742422894
SYN-P-0007,professional,SYN-FACE-01,nose,0.2957745884092997
SYN-P-0007,professional,SYN-FACE-01,mouth,0.29103258587716396
SYN-P-0007,professional,SYN-FACE-01,other,0.0
SYN-P-0007,professional,SYN-FACE-02,left_eye,0.10902255891003364
SYN-P-0007,professional,SYN-FACE-02,right_eye,0.32113934555385265
SYN-P-0007,professional,SYN-FACE-02,nose,0.17278669858475693
SYN-P-0007,professional,SYN-FACE-02,mouth,0.39705139695135677
SYN-P-0007,professional,SYN-FACE-02,other,0.0
SYN-P-0007,professional,SYN-FACE-03,left_eye,0.2406790208624191
SYN-P-0007,professional,SYN-FACE-03,right_eye,0.06456010868621971
SYN-P-0007,professional,SYN-FACE-03,nose,0.20958740516308705
SYN-P-0007,professional,SYN-FACE-03,mouth,0.27475120364635636
SYN-P-0007,professional,SYN-FACE-03,other,0.21042226164191785
SYN-P-0008,professional,SYN-FACE-01,left_eye,0.2086153111354061
SYN-P-0008,professional,SYN-FACE-01,right_eye,0.25709704820010987
SYN-P-0008,professional,SYN-FACE-01,nose,0.30066188735503313
SYN-P-0008,professional,SYN-FACE-01,mouth,0.14256936806038087
SYN-P-0008,professional,SYN-FACE-01,other,0.09105638524907009
SYN-P-0008,professional,SYN-FACE-02,left_eye,0.16428316913350233
SYN-P-0008,professional,SYN-FACE-02,right_eye,0.23350349681781993
SYN-P-0008,professional,SYN-FACE-02,nose,0.21712235464606558
SYN-P-0008,professional,SYN-FACE-02,mouth,0.25283042282355833
SYN-P-0008,professional,SYN-FACE-02,other,0.13226055657905378
SYN-P-0008,professional,SYN-FACE-03,left_eye,0.26069109771544147
SYN-P-0008,professional,SYN-FACE-03,right_eye,0.23891938653999695
SYN-P-0008,professional,SYN-FACE-03,nose,0.1759989226790129
SYN-P-0008,professional,SYN-FACE-03,mouth,0.3243905930655487
SYN-P-0008,professional,SYN-FACE-03,other,0.0
SYN-P-0009,professional,SYN-FACE-01,left_eye,0.44128441230940657
SYN-P-0009,professional,SYN-FACE-01,right_eye,0.16688836230141774
SYN-P-0009,professional,SYN-FACE-01,nose,0.07448834177205997
SYN-P-0009,professional,SYN-FACE-01,mouth,0.11618578851647789
SYN-P-0009,professional,SYN-FACE-01,other,0.20115309510063786
SYN-P-0009,professional,SYN-FACE-02,left_eye,0.1943049238950097
SYN-P-0009,professional,SYN-FACE-02,right_eye,0.24546658082376396
SYN-P-0009,professional,SYN-FACE-02,nose,0.31165988773926945
SYN-P-0009,professional,SYN-FACE-02,mouth,0.24856860754195687
SYN-P-0009,professional,SYN-FACE-02,other,0.0
SYN-P-0009,professional,SYN-FACE-03,left_eye,0.4237488837361181
SYN-P-0009,professional,SYN-FACE-03,right_eye,0.17584170044191313
SYN-P-0009,professional,SYN-FACE-03,nose,0.1361592919341595
SYN-P-0009,professional,SYN-FACE-03,mouth,0.1976060395061208
SYN-P-0009,professional,SYN-FACE-03,other,0.06664408438168845
SYN-P-0010,professional,SYN-FACE-01,left_eye,0.12715082500524255
SYN-P-0010,professional,SYN-FACE-01,right_eye,0.3810804520086759
SYN-P-0010,professional,SYN-FACE-01,nose,0.12378469617354708
SYN-P-0010,professional,SYN-FACE-01,mouth,0.36798402681253445
SYN-P-0010,professional,SYN-FACE-01,other,0.0
SYN-P-0010,professional,SYN-FACE-02,left_eye,0.4466711962975024
SYN-P-0010,professional,SYN-FACE-02,right_eye,0.0608794185862766
SYN-P-0010,professional,SYN-FACE-02,nose,0.059748017798609665
SYN-P-0010,professional,SYN-FACE-02,mouth,0.386026352228646
SYN-P-0010,professional,SYN-FACE-02,other,0.04667501508896529
SYN-P-0010,professional,SYN-FACE-03,left_eye,0.4412349118814448
SYN-P-0010,professional,SYN-FACE-03,right_eye,0.1883963887951304
SYN-P-0010,professional,SYN-FACE-03,nose,0.19436756463287044
SYN-P-0010,professional,SYN-FACE-03,mouth,0.122783547925848
SYN-P-0010,professional,SYN-FACE-03,other,0.053217586764706434
SYN-P-0011,professional,SYN-FACE-01,left_eye,0.21799073333832486
SYN-P-0011,professional,SYN-FACE-01,right_eye,0.325783440665026
SYN-P-0011,professional,SYN-FACE-01,nose,0.14270717068999456
SYN-P-0011,professional,SYN-FACE-01,mouth,0.3135186553066545
SYN-P-0011,professional,SYN-FACE-01,other,0.0
SYN-P-0011,professional,SYN-FACE-02,left_eye,0.2163917673052746
SYN-P-0011,professional,SYN-FACE-02,right_eye,0.3905003610280445
SYN-P-0011,professional,SYN-FACE-02,nose,0.22089568810524815
SYN-P-0011,professional,SYN-FACE-02,mouth,0.09906063304377341
SYN-P-0011,professional,SYN-FACE-02,other,0.0731515505176594
SYN-P-0011,professional,SYN-FACE-03,left_eye,0.5981193002372668
SYN-P-0011,professional,SYN-FACE-03,right_eye,0.2022020682116626
SYN-P-0011,professional,SYN-FACE-03,nose,0.0
SYN-P-0011,professional,SYN-FACE-03,mouth,0.14843908828371638
SYN-P-0011,professional,SYN-FACE-03,other,0.05123954326735436
SYN-P-0012,professional,SYN-FACE-01,left_eye,0.07782960058604842
SYN-P-0012,professional,SYN-FACE-01,right_eye,0.40749238561050505
SYN-P-0012,professional,SYN-FACE-01,nose,0.07725061255309397
SYN-P-0012,professional,SYN-FACE-01,mouth,0.34610992093443305
SYN-P-0012,professional,SYN-FACE-01,other,0.09131748031591953
SYN-P-0012,professional,SYN-FACE-02,left_eye,0.35093778586637575
SYN-P-0012,professional,SYN-FACE-02,right_eye,0.13496751352417422
SYN-P-0012,professional,SYN-FACE-02,nose,0.17262837171025022
SYN-P-0012,professional,SYN-FACE-02,mouth,0.24045073559628496
SYN-P-0012,professional,SYN-FACE-02,other,0.10101559330291475
SYN-P-0012,professional,SYN-FACE-03,left_eye,0.3649038349727565
SYN-P-0012,professional,SYN-FACE-03,right_eye,0.17654065006774128
SYN-P-0012,professional,SYN-FACE-03,nose,0.23017005523187029
SYN-P-0012,professional,SYN-FACE-03,mouth,0.13673949446929445
SYN-P-0012,professional,SYN-FACE-03,other,0.0916459652583374
SYN-P-0013,professional,SYN-FACE-01,left_eye,0.3659233098756907
SYN-P-0013,professional,SYN-FACE-01,right_eye,0.26336488760321614
SYN-P-0013,professional,SYN-FACE-01,nose,0.26927687549082535
SYN-P-0013,professional,SYN-FACE-01,mouth,0.05181675243182674
SYN-P-0013,professional,SYN-FACE-01,other,0.049618174598441
SYN-P-0013,professional,SYN-FACE-02,left_eye,0.2033731730609335
SYN-P-0013,professional,SYN-FACE-02,right_eye,0.25896760248961204
SYN-P-0013,professional,SYN-FACE-02,nose,0.06671314296516626
SYN-P-0013,professional,SYN-FACE-02,mouth,0.3625410950896728
SYN-P-0013,professional,SYN-FACE-02,other,0.10840498639461539
SYN-P-0013,professional,SYN-FACE-03,left_eye,0.3087456155856321
SYN-P-0013,professional,SYN-FACE-03,right_eye,0.22804295680595577
SYN-P-0013,professional,SYN-FACE-03,nose,0.23446098661419545
SYN-P-0013,professional,SYN-FACE-03,mouth,0.116821711617894
SYN-P-0013,professional,SYN-FACE-03,other,0.11192872937632266
SYN-P-0014,professional,SYN-FACE-01,left_eye,0.2759671053568247
SYN-P-0014,professional,SYN-FACE-01,right_eye,0.1866473173127437
SYN-P-0014,professional,SYN-FACE-01,nose,0.21241204666899227
SYN-P-0014,professional,SYN-FACE-01,mouth,0.29262588573851706
SYN-P-0014,professional,SYN-FACE-01,other,0.032347644922922164
SYN-P-0014,professional,SYN-FACE-02,left_eye,0.23406533407689126
SYN-P-0014,professional,SYN-FACE-02,right_eye,0.5435114027489918
SYN-P-0014,professional,SYN-FACE-02,nose,0.05850842117083327
SYN-P-0014,professional,SYN-FACE-02,mouth,0.13359598115803537
SYN-P-0014,professional,SYN-FACE-02,other,0.030318860845248367
SYN-P-0014,professional,SYN-FACE-03,left_eye,0.28745251330807947
SYN-P-0014,professional,SYN-FACE-03,right_eye,0.18496043824355823
SYN-P-0014,professional,SYN-FACE-03,nose,0.19298189508648989
SYN-P-0014,professional,SYN-FACE-03,mouth,0.23331325441235526
SYN-P-0014,professional,SYN-FACE-03,other,0.10129189894951715
SYN-P-0015,professional,SYN-FACE-01,left_eye,0.5691526890676167
SYN-P-0015,professional,SYN-FACE-01,right_eye,0.10650230119329133
SYN-P-0015,professional,SYN-FACE-01,nose,0.15506901577931953
SYN-P-0015,professional,SYN-FACE-01,mouth,0.16927599395977244
SYN-P-0015,professional,SYN-FACE-01,other,0.0
SYN-P-0015,professional,SYN-FACE-02,left_eye,0.4910053540539761
SYN-P-0015,professional,SYN-FACE-02,right_eye,0.11041637795462612
SYN-P-0015,professional,SYN-FACE-02,nose,0.18738959123566726
SYN-P-0015,professional,SYN-FACE-02,mouth,0.21118867675573047
SYN-P-0015,professional,SYN-FACE-02,other,0.0
SYN-P-0015,professional,SYN-FACE-03,left_eye,0.244265809410197
SYN-P-0015,professional,SYN-FACE-03,right_eye,0.2928522155942453
SYN-P-0015,professional,SYN-FACE-03,nose,0.17926411972844822
SYN-P-0015,professional,SYN-FACE-03,mouth,0.15311183341449774
SYN-P-0015,professional,SYN-FACE-03,other,0.13050602185261181
SYN-P-0016,professional,SYN-FACE-01,left_eye,0.32982704060088774
SYN-P-0016,professional,SYN-FACE-01,right_eye,0.13829717637399536
SYN-P-0016,professional,SYN-FACE-01,nose,0.22274447304734452
SYN-P-0016,professional,SYN-FACE-01,mouth,0.2319542851120814
SYN-P-0016,professional,SYN-FACE-01,other,0.07717702486569093
SYN-P-0016,professional,SYN-FACE-02,left_eye,0.018941604144431207
SYN-P-0016,professional,SYN-FACE-02,right_eye,0.1718891812302524
SYN-P-0016,professional,SYN-FACE-02,nose,0.25537659939470636
SYN-P-0016,professional,SYN-FACE-02,mouth,0.4217620012000981
SYN-P-0016,professional,SYN-FACE-02,other,0.13203061403051186
SYN-P-0016,professional,SYN-FACE-03,left_eye,0.3316771654839674
SYN-P-0016,professional,SYN-FACE-03,right_eye,0.2273913233592115
SYN-P-0016,professional,SYN-FACE-03,nose,0.23236293704818906
SYN-P-0016,professional,SYN-FACE-03,mouth,0.13431756903445094
SYN-P-0016,professional,SYN-FACE-03,other,0.07425100507418109
SYN-P-0017,professional,SYN-FACE-01,left_eye,0.31526307684095495
SYN-P-0017,professional,SYN-FACE-01,right_eye,0.22812310095273114
SYN-P-0017,professional,SYN-FACE-01,nose,0.28554034739684064
SYN-P-0017,professional,SYN-FACE-01,mouth,0.1710734748094732
SYN-P-0017,professional,SYN-FACE-01,other,0.0
SYN-P-0017,professional,SYN-FACE-02,left_eye,0.16878868458682464
SYN-P-0017,professional,SYN-FACE-02,right_eye,0.21386533971294167
SYN-P-0017,professional,SYN-FACE-02,nose,0.19717825173763645
SYN-P-0017,professional,SYN-FACE-02,mouth,0.3863229406161178
SYN-P-0017,professional,SYN-FACE-02,other,0.033844783346479376
SYN-P-0017,professional,SYN-FACE-03,left_eye,0.28681469426356265
SYN-P-0017,professional,SYN-FACE-03,right_eye,0.28671754581465825
SYN-P-0017,professional,SYN-FACE-03,nose,0.2454771084239493
SYN-P-0017,professional,SYN-FACE-03,mouth,0.10190857656869923
SYN-P-0017,professional,SYN-FACE-03,other,0.07908207492913069
SYN-P-0018,professional,SYN-FACE-01,left_eye,0.1111262037377649
SYN-P-0018,professional,SYN-FACE-01,right_eye,0.3229610664126427
SYN-P-0018,professional,SYN-FACE-01,nose,0.24418203384515708
SYN-P-0018,professional,SYN-FACE-01,mouth,0.23892558516334667
SYN-P-0018,professional,SYN-FACE-01,other,0.08280511084108869
SYN-P-0018,professional,SYN-FACE-02,left_eye,0.19742856280099405
SYN-P-0018,professional,SYN-FACE-02,right_eye,0.2753199216583783
SYN-P-0018,professional,SYN-FACE-02,nose,0.17796340443999548
SYN-P-0018,professional,SYN-FACE-02,mouth,0.30483597287725767
SYN-P-0018,professional,SYN-FACE-02,other,0.04445213822337443
SYN-P-0018,professional,SYN-FACE-03,left_eye,0.20111929008415486
SYN-P-0018,professional,SYN-FACE-03,right_eye,0.3773585112703407
SYN-P-0018,professional,SYN-FACE-03,nose,0.16352995090771782
SYN-P-0018,professional,SYN-FACE-03,mouth,0.2579922477377867
SYN-P-0018,professional,SYN-FACE-03,other,0.0
SYN-P-0019,professional,SYN-FACE-01,left_eye,0.3784128482442817
SYN-P-0019,professional,SYN-FACE-01,right_eye,0.29406486812187266
SYN-P-0019,professional,SYN-FACE-01,nose,0.10659554028911107
SYN-P-0019,professional,SYN-FACE-01,mouth,0.07088045607244245
SYN-P-0019,professional,SYN-FACE-01,other,0.15004628727229213
SYN-P-0019,professional,SYN-FACE-02,left_eye,0.2651143025599802
SYN-P-0019,professional,SYN-FACE-02,right_eye,0.1537858611599189
SYN-P-0019,professional,SYN-FACE-02,nose,0.10246050590153073
SYN-P-0019,professional,SYN-FACE-02,mouth,0.45685938188342134
SYN-P-0019,professional,SYN-FACE-02,other,0.021779948495148915
SYN-P-0019,professional,SYN-FACE-03,left_eye,0.21639190491593763
SYN-P-0019,professional,SYN-FACE-03,right_eye,0.29850016145420416
SYN-P-0019,professional,SYN-FACE-03,nose,0.07690514978088961
SYN-P-0019,professional,SYN-FACE-03,mouth,0.298282739161139
SYN-P-0019,professional,SYN-FACE-03,other,0.10992004468782948
SYN-P-0020,professional,SYN-FACE-01,left_eye,0.311481329740627
SYN-P-0020,professional,SYN-FACE-01,right_eye,0.26728960040769695
SYN-P-0020,professional,SYN-FACE-01,nose,0.2801814051480061
SYN-P-0020,professional,SYN-FACE-01,mouth,0.10044845064638037
SYN-P-0020,professional,SYN-FACE-01,other,0.04059921405728962
SYN-P-0020,professional,SYN-FACE-02,left_eye,0.2747823361153716
SYN-P-0020,professional,SYN-FACE-02,right_eye,0.22755865356451252
SYN-P-0020,professional,SYN-FACE-02,nose,0.1830333370724559
SYN-P-0020,professional,SYN-FACE-02,mouth,0.1940184496185855
SYN-P-0020,professional,SYN-FACE-02,other,0.12060722362907443
SYN-P-0020,professional,SYN-FACE-03,left_eye,0.1319517192609273
SYN-P-0020,professional,SYN-FACE-03,right_eye,0.3449627350945551
SYN-P-0020,professional,SYN-FACE-03,nose,0.4148658322351844
SYN-P-0020,professional,SYN-FACE-03,mouth,0.10821971340933322
SYN-P-0020,professional,SYN-FACE-03,other,0.0
SYN-P-0021,professional,SYN-FACE-01,left_eye,0.3950907028371816
SYN-P-0021,professional,SYN-FACE-01,right_eye,0.25268833619656095
SYN-P-0021,professional,SYN-FACE-01,nose,0.1051690080111116
SYN-P-0021,professional,SYN-FACE-01,mouth,0.18119042750612643
SYN-P-0021,professional,SYN-FACE-01,other,0.06586152544901933
